timestamp,model,class,confidence,x1,y1,x2,y2
2026-01-07 14:44:51,Gun-Detector,person,0.787,549,0,1749,1067
2026-01-07 14:44:51,Gun-Detector,person,0.767,584,481,908,992
2026-01-07 14:44:51,Gun-Detector,person,0.587,1,18,543,1066
2026-01-07 14:44:51,Gun-Detector,laptop,0.557,823,460,1347,833
2026-01-07 14:44:51,Gun-Detector,person,0.821,535,0,1754,1068
2026-01-07 14:44:51,Gun-Detector,person,0.720,588,475,911,989
2026-01-07 14:44:51,Gun-Detector,laptop,0.718,827,447,1346,814
2026-01-07 14:44:51,Gun-Detector,person,0.670,1,20,569,1064
2026-01-07 14:44:51,Gun-Detector,chair,0.534,1792,498,1919,1052
2026-01-07 14:44:52,Gun-Detector,person,0.791,911,4,1763,1064
2026-01-07 14:44:52,Gun-Detector,person,0.778,595,470,917,962
2026-01-07 14:44:52,Gun-Detector,person,0.656,1,24,532,1071
2026-01-07 14:44:52,Gun-Detector,person,0.812,1,14,581,1074
2026-01-07 14:44:52,Gun-Detector,person,0.796,558,2,1764,1068
2026-01-07 14:44:52,Gun-Detector,person,0.630,600,446,924,968
2026-01-07 14:44:52,Gun-Detector,person,0.844,1,11,578,1062
2026-01-07 14:44:52,Gun-Detector,person,0.775,542,5,1763,1066
2026-01-07 14:44:52,Gun-Detector,laptop,0.624,837,393,1367,772
2026-01-07 14:44:52,Gun-Detector,person,0.798,923,2,1761,1056
2026-01-07 14:44:52,Gun-Detector,person,0.757,1,14,566,1055
2026-01-07 14:44:52,Gun-Detector,laptop,0.553,829,362,1347,755
2026-01-07 14:44:52,Gun-Detector,person,0.764,407,0,1737,1062
2026-01-07 14:44:52,Gun-Detector,person,0.752,514,0,1726,1063
2026-01-07 14:44:52,Gun-Detector,laptop,0.647,612,296,1288,704
2026-01-07 14:44:53,Gun-Detector,person,0.703,1,4,473,1046
2026-01-07 14:44:53,Gun-Detector,person,0.579,453,0,1679,1062
2026-01-07 14:44:53,Gun-Detector,cell phone,0.571,41,410,332,796
2026-01-07 14:44:53,Gun-Detector,person,0.595,0,6,462,1054
2026-01-07 14:44:53,Gun-Detector,person,0.572,147,0,1650,1063
2026-01-07 14:44:53,Gun-Detector,laptop,0.749,564,259,1231,656
2026-01-07 14:44:53,Gun-Detector,person,0.742,302,0,1625,1059
2026-01-07 14:44:53,Gun-Detector,person,0.632,708,4,1629,1063
2026-01-07 14:44:53,Gun-Detector,guns,0.530,27,0,375,388
2026-01-07 14:44:53,Gun-Detector,person,0.589,544,4,1500,1047
2026-01-07 14:44:53,Gun-Detector,chair,0.538,1618,390,1917,1068
2026-01-07 14:44:54,Gun-Detector,person,0.771,645,0,1510,1039
2026-01-07 14:44:54,Gun-Detector,guns,0.624,0,0,334,441
2026-01-07 14:44:54,Gun-Detector,guns,0.583,373,288,602,570
2026-01-07 14:44:54,Gun-Detector,person,0.724,239,0,1605,1057
2026-01-07 14:44:54,Gun-Detector,laptop,0.653,673,244,1202,640
2026-01-07 14:44:54,Gun-Detector,chair,0.566,1748,355,1919,979
2026-01-07 14:44:54,Gun-Detector,person,0.793,243,0,1625,1062
2026-01-07 14:44:54,Gun-Detector,person,0.699,418,287,611,556
2026-01-07 14:44:54,Gun-Detector,laptop,0.649,674,244,1245,634
2026-01-07 14:44:54,Gun-Detector,laptop,0.681,688,254,1229,646
2026-01-07 14:44:54,Gun-Detector,person,0.579,363,0,1604,1053
2026-01-07 14:44:54,Gun-Detector,person,0.568,395,282,751,791
2026-01-07 14:44:54,Gun-Detector,laptop,0.694,669,281,1218,667
2026-01-07 14:44:54,Gun-Detector,person,0.599,356,0,1579,1057
2026-01-07 14:44:54,Gun-Detector,person,0.554,1383,384,1918,1061
2026-01-07 14:44:54,Gun-Detector,person,0.536,367,289,729,829
2026-01-07 14:44:54,Gun-Detector,person,0.777,1398,343,1918,1062
2026-01-07 14:44:54,Gun-Detector,person,0.719,268,0,1560,1058
2026-01-07 14:44:54,Gun-Detector,person,0.667,373,284,598,583
2026-01-07 14:44:54,Gun-Detector,laptop,0.539,666,292,1216,673
2026-01-07 14:44:54,Gun-Detector,laptop,0.537,367,289,1199,835
2026-01-07 14:44:55,Gun-Detector,person,0.761,374,302,597,584
2026-01-07 14:44:55,Gun-Detector,laptop,0.755,357,293,1190,840
2026-01-07 14:44:55,Gun-Detector,person,0.650,302,0,1555,1055
2026-01-07 14:44:55,Gun-Detector,person,0.645,1419,324,1918,1061
2026-01-07 14:44:55,Gun-Detector,laptop,0.629,654,297,1208,672
2026-01-07 14:44:55,Gun-Detector,person,0.745,1471,332,1918,1061
2026-01-07 14:44:55,Gun-Detector,person,0.745,317,0,1551,1058
2026-01-07 14:44:55,Gun-Detector,person,0.713,357,283,596,584
2026-01-07 14:44:55,Gun-Detector,laptop,0.673,479,298,1193,699
2026-01-07 14:44:55,Gun-Detector,guns,0.534,481,537,726,710
2026-01-07 14:44:55,Gun-Detector,laptop,0.711,417,288,1171,789
2026-01-07 14:44:55,Gun-Detector,person,0.698,360,0,1550,1054
2026-01-07 14:44:55,Gun-Detector,person,0.603,1476,383,1918,1061
2026-01-07 14:44:55,Gun-Detector,person,0.610,1486,438,1918,1066
2026-01-07 14:44:55,Gun-Detector,guns,0.535,31,0,372,431
2026-01-07 14:44:55,Gun-Detector,guns,0.671,85,0,383,342
2026-01-07 14:44:56,Gun-Detector,person,0.622,2,0,949,1062
2026-01-07 14:44:56,Gun-Detector,person,0.900,1275,308,1918,1065
2026-01-07 14:44:56,Gun-Detector,person,0.885,483,404,1267,1073
2026-01-07 14:44:57,Gun-Detector,person,0.929,476,428,1272,1074
2026-01-07 14:44:57,Gun-Detector,person,0.883,1279,340,1918,1067
2026-01-07 14:44:57,Gun-Detector,wine glass,0.536,1298,873,1443,1077
2026-01-07 14:44:57,Gun-Detector,person,0.875,1283,357,1918,1069
2026-01-07 14:44:57,Gun-Detector,person,0.828,468,440,1264,1073
2026-01-07 14:44:57,Gun-Detector,wine glass,0.638,1296,873,1457,1078
2026-01-07 14:44:57,Gun-Detector,person,0.876,1283,385,1918,1069
2026-01-07 14:44:57,Gun-Detector,person,0.854,488,458,1262,1072
2026-01-07 14:44:57,Gun-Detector,person,0.885,1276,424,1918,1069
2026-01-07 14:44:57,Gun-Detector,person,0.809,511,484,1262,1072
2026-01-07 14:44:57,Gun-Detector,person,0.888,500,494,1266,1072
2026-01-07 14:44:57,Gun-Detector,person,0.869,1275,436,1919,1069
2026-01-07 14:44:58,Gun-Detector,person,0.889,1275,458,1918,1069
2026-01-07 14:44:58,Gun-Detector,person,0.883,536,510,1270,1073
2026-01-07 14:44:58,Gun-Detector,person,0.858,1282,467,1918,1066
2026-01-07 14:44:58,Gun-Detector,person,0.834,508,514,1283,1072
2026-01-07 14:44:58,Gun-Detector,person,0.869,1298,477,1918,1068
2026-01-07 14:44:58,Gun-Detector,person,0.867,562,515,1302,1073
2026-01-07 14:44:58,Gun-Detector,person,0.898,1311,490,1919,1068
2026-01-07 14:44:58,Gun-Detector,person,0.875,581,518,1317,1073
2026-01-07 14:44:59,Gun-Detector,person,0.923,600,517,1325,1073
2026-01-07 14:44:59,Gun-Detector,person,0.905,1320,498,1918,1069
2026-01-07 14:44:59,Gun-Detector,person,0.925,603,518,1328,1073
2026-01-07 14:44:59,Gun-Detector,person,0.901,1318,508,1919,1069
2026-01-07 14:44:59,Gun-Detector,person,0.908,322,212,1054,1065
2026-01-07 14:44:59,Gun-Detector,person,0.783,1256,212,1918,1068
2026-01-07 14:44:59,Gun-Detector,person,0.757,0,707,174,1075
2026-01-07 14:44:59,Gun-Detector,person,0.631,135,710,330,881
2026-01-07 14:44:59,Gun-Detector,laptop,0.587,137,848,654,1070
2026-01-07 14:44:59,Gun-Detector,person,0.906,325,210,1060,1068
2026-01-07 14:44:59,Gun-Detector,person,0.856,1273,197,1918,1068
2026-01-07 14:44:59,Gun-Detector,laptop,0.745,145,842,658,1073
2026-01-07 14:44:59,Gun-Detector,person,0.511,153,698,330,865
2026-01-07 14:44:59,Gun-Detector,person,0.903,326,203,1065,1066
2026-01-07 14:44:59,Gun-Detector,person,0.833,1267,183,1919,1069
2026-01-07 14:44:59,Gun-Detector,laptop,0.744,140,831,659,1074
2026-01-07 14:44:59,Gun-Detector,person,0.678,1,694,179,1048
2026-01-07 14:44:59,Gun-Detector,person,0.511,148,699,335,864
2026-01-07 14:44:59,Gun-Detector,person,0.902,329,198,1070,1065
2026-01-07 14:44:59,Gun-Detector,person,0.862,1248,172,1918,1065
2026-01-07 14:44:59,Gun-Detector,laptop,0.713,144,832,668,1075
2026-01-07 14:44:59,Gun-Detector,person,0.511,143,694,334,864
2026-01-07 14:45:00,Gun-Detector,person,0.904,1251,165,1918,1067
2026-01-07 14:45:00,Gun-Detector,person,0.866,330,194,1070,1059
2026-01-07 14:45:00,Gun-Detector,laptop,0.819,147,829,660,1075
2026-01-07 14:45:00,Gun-Detector,person,0.508,162,693,340,846
2026-01-07 14:45:00,Gun-Detector,person,0.925,1267,161,1918,1067
2026-01-07 14:45:00,Gun-Detector,person,0.873,327,188,1066,1056
2026-01-07 14:45:00,Gun-Detector,laptop,0.848,145,830,657,1074
2026-01-07 14:45:00,Gun-Detector,person,0.521,152,688,334,843
2026-01-07 14:45:00,Gun-Detector,person,0.910,1282,158,1918,1066
2026-01-07 14:45:00,Gun-Detector,laptop,0.877,144,828,650,1074
2026-01-07 14:45:00,Gun-Detector,person,0.852,327,186,1065,1051
2026-01-07 14:45:00,Gun-Detector,person,0.886,1282,163,1918,1066
2026-01-07 14:45:00,Gun-Detector,person,0.869,327,189,1069,1062
2026-01-07 14:45:00,Gun-Detector,laptop,0.834,147,833,652,1076
2026-01-07 14:45:00,Gun-Detector,person,0.665,140,692,330,851
2026-01-07 14:45:00,Gun-Detector,person,0.578,1,692,199,1068
2026-01-07 14:45:00,Gun-Detector,person,0.900,328,190,1071,1064
2026-01-07 14:45:00,Gun-Detector,laptop,0.877,146,833,652,1073
2026-01-07 14:45:00,Gun-Detector,person,0.806,1286,167,1918,1066
2026-01-07 14:45:00,Gun-Detector,person,0.541,144,695,331,853
2026-01-07 14:45:00,Gun-Detector,person,0.518,4,689,189,1054
