timestamp,model,class,confidence,x1,y1,x2,y2
2026-01-07 13:31:24,Gun-Detector,person,0.516,29,6,1904,1032
2026-01-07 13:31:24,Gun-Detector,person,0.560,17,5,1904,1022
2026-01-07 13:31:24,Gun-Detector,person,0.556,21,5,1906,1021
2026-01-07 13:31:24,Gun-Detector,cat,0.623,43,173,818,849
2026-01-07 13:31:24,Gun-Detector,cat,0.703,6,170,829,934
2026-01-07 13:31:25,Gun-Detector,cat,0.681,8,181,842,909
2026-01-07 13:31:25,Gun-Detector,cat,0.592,76,191,862,871
2026-01-07 13:31:25,Gun-Detector,cat,0.516,141,189,860,843
2026-01-07 13:31:25,Gun-Detector,person,0.504,116,5,1918,1055
2026-01-07 13:31:26,Gun-Detector,person,0.585,80,13,1918,1064
2026-01-07 13:31:26,Gun-Detector,person,0.557,80,10,1915,1058
2026-01-07 13:31:26,Gun-Detector,person,0.530,105,10,1912,1040
2026-01-07 13:31:27,Gun-Detector,person,0.600,143,6,1915,924
2026-01-07 13:31:27,Gun-Detector,person,0.547,157,5,1915,1034
2026-01-07 13:31:27,Gun-Detector,person,0.564,130,5,1916,957
2026-01-07 13:31:27,Gun-Detector,person,0.551,163,8,1916,994
2026-01-07 13:31:27,Gun-Detector,person,0.594,97,6,1915,1062
2026-01-07 13:31:27,Gun-Detector,person,0.546,93,5,1917,1026
2026-01-07 13:31:28,Gun-Detector,person,0.553,75,7,1863,1001
2026-01-07 13:31:28,Gun-Detector,guns,0.544,660,66,1021,432
2026-01-07 13:31:28,Gun-Detector,fork,0.842,689,247,1087,931
2026-01-07 13:31:28,Gun-Detector,fork,0.763,778,350,1186,958
2026-01-07 13:31:28,Gun-Detector,fork,0.660,967,410,1445,1057
2026-01-07 13:31:28,Gun-Detector,fork,0.619,1064,497,1538,1067
2026-01-07 13:31:28,Gun-Detector,guns,0.625,1167,424,1583,902
2026-01-07 13:31:28,Gun-Detector,fork,0.806,1138,640,1613,1072
2026-01-07 13:31:28,Gun-Detector,guns,0.652,1233,565,1652,1043
2026-01-07 13:31:29,Gun-Detector,person,0.756,228,104,1907,1069
2026-01-07 13:31:29,Gun-Detector,person,0.623,243,70,1920,1070
2026-01-07 13:31:29,Gun-Detector,person,0.686,296,39,1918,1059
2026-01-07 13:31:29,Gun-Detector,person,0.906,314,3,1918,1060
2026-01-07 13:31:29,Gun-Detector,person,0.924,334,2,1918,1066
2026-01-07 13:31:29,Gun-Detector,person,0.878,4,8,1326,1066
2026-01-07 13:31:29,Gun-Detector,person,0.759,1440,170,1919,1056
