timestamp,model,class,confidence,x1,y1,x2,y2
2026-01-07 13:49:19,Gun-Detector,person,0.924,388,100,639,479
2026-01-07 13:49:19,Gun-Detector,person,0.910,0,21,300,478
2026-01-07 13:49:19,Gun-Detector,person,0.934,389,101,639,479
2026-01-07 13:49:19,Gun-Detector,person,0.914,0,24,300,479
2026-01-07 13:49:19,Gun-Detector,person,0.927,390,98,639,479
2026-01-07 13:49:19,Gun-Detector,person,0.906,0,17,300,479
2026-01-07 13:49:19,Gun-Detector,person,0.929,391,101,639,479
2026-01-07 13:49:19,Gun-Detector,person,0.891,0,15,300,479
2026-01-07 13:49:20,Gun-Detector,person,0.928,391,105,639,479
2026-01-07 13:49:20,Gun-Detector,person,0.906,0,20,300,479
2026-01-07 13:49:20,Gun-Detector,person,0.911,0,18,307,478
2026-01-07 13:49:20,Gun-Detector,person,0.905,386,95,639,478
2026-01-07 13:49:20,Gun-Detector,person,0.918,0,30,316,478
2026-01-07 13:49:20,Gun-Detector,person,0.906,373,83,639,477
2026-01-07 13:49:20,Gun-Detector,person,0.886,0,32,316,478
2026-01-07 13:49:20,Gun-Detector,person,0.883,358,102,639,479
2026-01-07 13:49:20,Gun-Detector,person,0.875,361,105,639,479
2026-01-07 13:49:20,Gun-Detector,person,0.873,0,27,316,478
2026-01-07 13:49:21,Gun-Detector,person,0.877,358,102,639,478
2026-01-07 13:49:21,Gun-Detector,person,0.868,0,22,317,479
2026-01-07 13:49:21,Gun-Detector,person,0.878,0,22,310,479
2026-01-07 13:49:21,Gun-Detector,person,0.840,368,107,639,479
2026-01-07 13:49:21,Gun-Detector,person,0.869,0,18,290,478
2026-01-07 13:49:21,Gun-Detector,person,0.869,362,108,639,479
2026-01-07 13:49:21,Gun-Detector,person,0.876,365,109,639,479
2026-01-07 13:49:21,Gun-Detector,person,0.867,0,34,261,477
2026-01-07 13:49:21,Gun-Detector,person,0.911,364,100,639,478
2026-01-07 13:49:21,Gun-Detector,person,0.885,0,23,230,479
2026-01-07 13:49:21,Gun-Detector,guns,0.627,60,335,259,480
2026-01-07 13:49:21,Gun-Detector,person,0.918,386,101,639,479
2026-01-07 13:49:21,Gun-Detector,person,0.890,0,19,246,479
2026-01-07 13:49:21,Gun-Detector,guns,0.545,72,330,281,480
2026-01-07 13:49:22,Gun-Detector,person,0.906,429,87,639,477
2026-01-07 13:49:22,Gun-Detector,person,0.897,0,34,297,479
2026-01-07 13:49:22,Gun-Detector,guns,0.547,120,333,341,480
2026-01-07 13:49:22,Gun-Detector,person,0.897,0,49,353,479
2026-01-07 13:49:22,Gun-Detector,person,0.829,481,75,639,479
2026-01-07 13:49:22,Gun-Detector,guns,0.518,188,343,356,480
